Winner,First_pokemon,Second_pokemon,WTag
496,496,412,1
329,545,329,2
432,748,432,2
67,67,741,1
508,112,508,2
800,365,800,2
593,593,88,1
573,564,573,2
745,670,745,2
208,323,208,2
629,313,629,2
162,162,213,1
133,229,133,2
358,95,358,2
215,215,70,1
476,476,123,1
260,260,548,1
720,720,640,1
572,572,461,1
735,735,122,1
223,223,171,1
205,511,205,2
580,495,580,2
380,380,558,1
293,152,293,2
673,762,673,2
230,56,230,2
590,757,590,2
132,194,132,2
606,713,606,2
164,164,94,1
93,465,93,2
786,786,76,1
340,340,408,1
301,609,301,2
309,309,239,1
532,576,532,2
276,276,775,1
643,643,143,1
232,315,232,2
444,444,260,1
438,262,438,2
72,265,72,2
694,694,577,1
563,563,292,1
376,376,461,1
467,467,377,1
611,99,611,2
331,577,331,2
422,422,441,1
648,645,648,2
582,582,388,1
568,568,396,1
113,113,766,1
554,198,554,2
497,237,497,2
308,308,305,1
388,388,660,1
61,377,61,2
484,484,175,1
682,145,682,2
576,623,576,2
400,763,400,2
574,574,784,1
20,20,764,1
222,222,644,1
585,392,585,2
146,584,146,2
276,257,276,2
718,718,594,1
424,424,5,1
280,280,225,1
604,251,604,2
59,59,678,1
403,403,51,1
37,49,37,2
291,665,291,2
205,205,745,1
44,44,681,1
495,354,495,2
383,383,185,1
792,792,467,1
283,173,283,2
573,573,774,1
496,496,567,1
387,609,387,2
97,468,97,2
694,694,631,1
660,660,403,1
95,95,252,1
192,192,252,1
588,588,338,1
499,228,499,2
572,572,25,1
545,98,545,2
744,36,744,2
196,196,14,1
376,376,439,1
6,559,6,2
44,602,44,2
554,169,554,2
275,31,275,2
121,214,121,2
654,116,654,2
560,694,560,2
1,199,1,2
677,677,529,1
172,172,189,1
642,323,642,2
702,702,34,1
716,716,512,1
200,200,386,1
679,679,614,1
511,94,511,2
712,627,712,2
451,593,451,2
254,254,744,1
219,238,219,2
480,129,480,2
701,737,701,2
85,759,85,2
177,53,177,2
608,608,80,1
649,649,313,1
58,36,58,2
420,565,420,2
453,453,366,1
300,685,300,2
593,69,593,2
22,395,22,2
24,366,24,2
799,652,799,2
756,364,756,2
13,53,13,2
494,86,494,2
277,468,277,2
520,211,520,2
697,697,169,1
701,701,235,1
499,499,391,1
24,143,24,2
713,584,713,2
663,468,663,2
345,345,360,1
342,342,545,1
336,345,336,2
537,162,537,2
335,335,584,1
598,333,598,2
205,3,205,2
178,678,178,2
71,71,548,1
681,657,681,2
698,698,210,1
635,635,755,1
337,197,337,2
727,171,727,2
405,346,405,2
472,472,117,1
438,438,502,1
350,350,561,1
181,639,181,2
212,35,212,2
388,571,388,2
542,602,542,2
501,732,501,2
713,392,713,2
23,366,23,2
27,27,402,1
269,657,269,2
392,564,392,2
217,217,69,1
783,256,783,2
18,113,18,2
509,509,675,1
446,95,446,2
264,264,5,1
574,248,574,2
284,284,379,1
663,290,663,2
553,553,506,1
495,495,577,1
311,98,311,2
792,792,622,1
552,552,417,1
784,140,784,2
490,381,490,2
240,382,240,2
570,570,17,1
411,411,220,1
394,394,565,1
434,434,132,1
64,64,180,1
157,434,157,2
158,158,449,1
283,89,283,2
27,27,298,1
26,260,26,2
368,368,298,1
754,390,754,2
426,426,279,1
707,650,707,2
304,304,593,1
770,770,86,1
730,730,754,1
239,331,239,2
315,50,315,2
212,212,362,1
765,765,207,1
316,316,350,1
432,659,432,2
128,54,128,2
302,302,149,1
259,237,259,2
483,602,483,2
611,611,725,1
627,321,627,2
490,273,490,2
279,279,186,1
270,270,589,1
526,526,302,1
255,174,255,2
296,457,296,2
26,11,26,2
254,749,254,2
161,750,161,2
703,703,200,1
277,277,356,1
135,135,611,1
116,116,463,1
170,170,149,1
320,335,320,2
138,255,138,2
164,592,164,2
245,798,245,2
420,464,420,2
281,81,281,2
305,305,402,1
508,508,627,1
786,786,673,1
136,136,696,1
275,610,275,2
466,520,466,2
349,349,182,1
672,672,365,1
47,412,47,2
523,523,640,1
654,654,459,1
276,737,276,2
191,191,493,1
675,675,719,1
3,36,3,2
745,439,745,2
200,200,356,1
788,788,173,1
722,722,440,1
697,352,697,2
223,736,223,2
272,272,335,1
398,379,398,2
795,795,516,1
367,367,462,1
545,777,545,2
255,255,361,1
519,532,519,2
79,769,79,2
493,74,493,2
28,28,325,1
788,788,506,1
68,68,621,1
508,53,508,2
475,228,475,2
173,173,754,1
412,240,412,2
75,75,550,1
165,199,165,2
429,429,244,1
166,166,489,1
727,727,306,1
264,321,264,2
512,512,190,1
172,172,441,1
336,336,743,1
761,87,761,2
424,424,40,1
98,98,218,1
272,272,800,1
342,94,342,2
340,340,473,1
534,534,756,1
172,332,172,2
602,602,779,1
412,412,238,1
445,100,445,2
497,492,497,2
505,505,442,1
777,215,777,2
301,301,347,1
323,290,323,2
399,231,399,2
146,382,146,2
720,47,720,2
553,553,158,1
227,227,668,1
358,783,358,2
215,53,215,2
726,310,726,2
522,522,449,1
776,408,776,2
54,323,54,2
240,240,50,1
67,67,195,1
443,443,19,1
106,106,396,1
298,256,298,2
736,736,29,1
139,16,139,2
216,216,584,1
679,504,679,2
630,353,630,2
212,212,626,1
791,385,791,2
15,15,45,1
619,619,267,1
104,51,104,2
731,731,798,1
7,503,7,2
120,120,342,1
542,49,542,2
233,233,123,1
57,628,57,2
17,17,208,1
83,83,602,1
527,527,403,1
209,799,209,2
549,549,475,1
608,269,608,2
71,71,290,1
232,303,232,2
196,491,196,2
795,128,795,2
673,673,218,1
254,283,254,2
638,781,638,2
794,54,794,2
159,448,159,2
694,694,267,1
30,30,587,1
192,82,192,2
551,551,459,1
735,735,474,1
149,545,149,2
524,524,619,1
674,736,674,2
603,603,252,1
797,797,89,1
452,452,323,1
779,779,308,1
800,800,227,1
330,330,353,1
361,361,215,1
548,548,185,1
642,642,373,1
494,494,468,1
254,254,53,1
620,620,214,1
540,540,714,1
11,251,11,2
483,762,483,2
230,230,326,1
438,438,224,1
469,35,469,2
339,339,753,1
335,335,400,1
332,332,512,1
430,430,461,1
534,534,698,1
64,405,64,2
6,6,628,1
464,225,464,2
422,422,413,1
272,272,84,1
369,369,669,1
352,352,461,1
522,522,760,1
747,17,747,2
359,359,201,1
633,633,455,1
550,580,550,2
737,737,151,1
32,634,32,2
404,506,404,2
604,604,602,1
524,524,373,1
702,143,702,2
694,694,56,1
697,106,697,2
364,98,364,2
717,717,269,1
780,417,780,2
288,311,288,2
767,215,767,2
746,17,746,2
75,75,407,1
125,641,125,2
800,330,800,2
428,428,603,1
249,249,677,1
560,560,94,1
22,22,359,1
586,249,586,2
466,466,369,1
647,647,412,1
512,747,512,2
481,159,481,2
474,474,798,1
132,667,132,2
308,555,308,2
656,222,656,2
620,273,620,2
362,362,672,1
344,47,344,2
375,182,375,2
376,376,558,1
550,550,264,1
519,519,520,1
344,740,344,2
172,684,172,2
25,471,25,2
604,282,604,2
298,266,298,2
398,398,601,1
635,635,241,1
55,473,55,2
193,193,170,1
56,56,575,1
737,737,313,1
344,344,348,1
104,104,592,1
540,540,366,1
441,151,441,2
115,317,115,2
93,93,271,1
260,260,670,1
552,552,768,1
157,157,239,1
20,20,114,1
64,64,639,1
89,381,89,2
572,388,572,2
32,32,284,1
714,620,714,2
499,499,580,1
677,644,677,2
615,274,615,2
233,609,233,2
32,32,536,1
217,529,217,2
521,185,521,2
3,3,392,1
154,154,374,1
253,546,253,2
228,585,228,2
92,92,488,1
541,68,541,2
579,176,579,2
30,30,241,1
449,449,201,1
764,764,52,1
138,138,98,1
67,67,459,1
271,53,271,2
308,252,308,2
631,636,631,2
717,729,717,2
200,200,639,1
3,3,738,1
542,235,542,2
636,779,636,2
554,508,554,2
538,538,754,1
110,110,561,1
351,351,15,1
297,297,639,1
612,612,757,1
230,318,230,2
415,317,415,2
57,57,252,1
311,442,311,2
337,471,337,2
43,43,676,1
348,348,87,1
422,422,537,1
350,350,581,1
276,250,276,2
368,767,368,2
522,522,237,1
591,150,591,2
67,67,780,1
36,36,217,1
393,393,106,1
372,372,558,1
172,172,611,1
480,480,222,1
311,507,311,2
138,138,199,1
708,790,708,2
541,742,541,2
724,763,724,2
110,110,353,1
335,733,335,2
785,785,268,1
752,312,752,2
34,601,34,2
600,600,320,1
147,168,147,2
772,772,502,1
739,779,739,2
484,484,376,1
359,359,208,1
249,249,128,1
50,50,406,1
682,682,637,1
481,481,797,1
662,662,482,1
414,382,414,2
372,305,372,2
299,299,324,1
17,17,775,1
37,37,763,1
186,186,656,1
396,396,297,1
606,606,360,1
800,800,198,1
781,98,781,2
57,79,57,2
524,524,27,1
683,109,683,2
776,151,776,2
339,656,339,2
186,186,790,1
713,713,647,1
684,550,684,2
142,440,142,2
153,312,153,2
272,765,272,2
300,286,300,2
422,657,422,2
724,724,497,1
125,125,292,1
366,366,99,1
648,648,442,1
32,572,32,2
423,5,423,2
229,100,229,2
552,561,552,2
70,321,70,2
656,374,656,2
518,220,518,2
273,273,208,1
9,271,9,2
755,755,241,1
75,41,75,2
705,637,705,2
672,672,289,1
204,10,204,2
786,786,260,1
571,567,571,2
270,735,270,2
175,389,175,2
505,37,505,2
438,19,438,2
648,648,422,1
562,391,562,2
482,215,482,2
571,771,571,2
699,180,699,2
596,217,596,2
725,725,246,1
62,14,62,2
74,529,74,2
302,302,759,1
567,100,567,2
58,58,367,1
135,135,39,1
702,168,702,2
157,157,685,1
57,576,57,2
694,713,694,2
84,84,200,1
391,391,449,1
155,231,155,2
172,172,132,1
16,16,485,1
423,423,77,1
384,753,384,2
59,59,725,1
682,682,609,1
388,355,388,2
431,216,431,2
143,143,627,1
262,456,262,2
475,673,475,2
623,742,623,2
720,50,720,2
102,102,502,1
261,261,565,1
347,364,347,2
666,666,434,1
195,195,15,1
698,698,696,1
233,688,233,2
306,50,306,2
785,785,381,1
211,289,211,2
300,335,300,2
443,443,790,1
58,390,58,2
691,691,593,1
560,91,560,2
485,502,485,2
249,781,249,2
282,636,282,2
631,631,725,1
711,711,36,1
123,123,744,1
509,784,509,2
630,630,143,1
772,720,772,2
560,636,560,2
680,58,680,2
30,30,174,1
637,637,50,1
429,429,755,1
24,687,24,2
499,499,198,1
459,53,459,2
560,560,577,1
740,760,740,2
766,173,766,2
717,402,717,2
408,76,408,2
663,663,491,1
406,383,406,2
398,398,134,1
409,238,409,2
452,452,105,1
51,400,51,2
494,136,494,2
624,772,624,2
181,780,181,2
430,430,467,1
751,514,751,2
259,259,98,1
446,446,719,1
776,283,776,2
270,500,270,2
264,73,264,2
364,364,117,1
171,171,529,1
700,233,700,2
59,123,59,2
705,705,343,1
623,623,5,1
24,273,24,2
474,474,298,1
494,711,494,2
760,698,760,2
422,422,584,1
19,507,19,2
23,545,23,2
722,722,775,1
423,423,785,1
259,344,259,2
316,662,316,2
643,643,42,1
170,750,170,2
335,196,335,2
701,342,701,2
682,18,682,2
420,383,420,2
737,737,480,1
538,538,673,1
582,151,582,2
136,136,39,1
146,146,312,1
102,319,102,2
313,121,313,2
245,38,245,2
760,308,760,2
260,595,260,2
702,16,702,2
447,447,189,1
698,121,698,2
582,354,582,2
344,344,122,1
165,321,165,2
92,555,92,2
491,491,370,1
368,368,595,1
785,10,785,2
420,461,420,2
550,550,343,1
28,378,28,2
225,225,176,1
385,780,385,2
687,762,687,2
756,749,756,2
658,400,658,2
164,732,164,2
427,572,427,2
702,360,702,2
243,531,243,2
181,42,181,2
715,715,680,1
786,365,786,2
453,708,453,2
257,630,257,2
783,458,783,2
698,331,698,2
648,796,648,2
344,636,344,2
794,683,794,2
576,576,67,1
55,55,111,1
473,247,473,2
93,93,573,1
764,764,182,1
162,173,162,2
708,73,708,2
593,593,49,1
337,337,199,1
365,415,365,2
772,772,223,1
613,532,613,2
209,680,209,2
384,384,656,1
372,356,372,2
767,449,767,2
186,186,391,1
378,753,378,2
326,452,326,2
169,169,178,1
225,619,225,2
491,139,491,2
3,3,762,1
362,362,377,1
169,650,169,2
209,209,375,1
635,635,254,1
243,579,243,2
132,132,628,1
541,541,446,1
342,342,104,1
431,104,431,2
533,384,533,2
766,716,766,2
596,596,492,1
306,646,306,2
709,709,194,1
511,511,364,1
185,185,754,1
172,185,172,2
629,304,629,2
111,111,653,1
418,418,591,1
138,138,753,1
752,357,752,2
758,670,758,2
308,308,408,1
662,662,783,1
742,298,742,2
473,784,473,2
532,311,532,2
766,232,766,2
701,702,701,2
700,574,700,2
785,785,666,1
375,375,190,1
477,477,133,1
710,710,219,1
104,104,415,1
353,294,353,2
424,424,543,1
686,686,796,1
168,168,374,1
280,6,280,2
23,23,245,1
554,575,554,2
724,724,169,1
130,343,130,2
589,52,589,2
554,204,554,2
270,187,270,2
165,786,165,2
554,282,554,2
610,610,215,1
554,140,554,2
777,777,76,1
36,36,762,1
314,114,314,2
622,622,504,1
451,482,451,2
438,273,438,2
392,562,392,2
302,669,302,2
280,282,280,2
685,397,685,2
125,475,125,2
648,450,648,2
4,4,353,1
157,636,157,2
267,267,389,1
794,201,794,2
435,402,435,2
233,323,233,2
306,306,182,1
420,420,726,1
762,762,659,1
427,535,427,2
656,656,754,1
585,585,315,1
792,792,370,1
255,255,567,1
737,737,220,1
339,716,339,2
393,393,657,1
407,675,407,2
504,208,504,2
92,92,348,1
770,620,770,2
44,44,503,1
674,674,616,1
675,231,675,2
259,462,259,2
184,620,184,2
112,112,417,1
282,113,282,2
273,273,416,1
718,555,718,2
478,676,478,2
685,685,89,1
335,407,335,2
102,102,332,1
420,420,261,1
425,425,308,1
420,420,122,1
85,3,85,2
694,694,400,1
502,502,128,1
462,319,462,2
84,84,277,1
377,188,377,2
98,98,52,1
622,622,82,1
663,317,663,2
707,334,707,2
620,341,620,2
137,137,30,1
255,763,255,2
265,436,265,2
654,195,654,2
368,652,368,2
634,634,687,1
250,597,250,2
141,395,141,2
526,112,526,2
543,435,543,2
428,587,428,2
431,461,431,2
649,649,445,1
444,114,444,2
423,344,423,2
409,94,409,2
3,3,762,1
741,149,741,2
383,383,593,1
159,561,159,2
213,213,403,1
152,152,199,1
647,258,647,2
192,192,329,1
264,264,597,1
729,729,441,1
707,787,707,2
11,11,385,1
634,634,76,1
429,429,232,1
638,51,638,2
647,647,200,1
380,738,380,2
768,768,593,1
84,577,84,2
88,88,639,1
159,159,377,1
576,609,576,2
229,675,229,2
332,150,332,2
162,162,105,1
547,547,372,1
221,211,221,2
6,6,111,1
707,650,707,2
205,409,205,2
296,296,678,1
291,784,291,2
124,86,124,2
407,310,407,2
72,392,72,2
284,284,644,1
392,392,459,1
34,351,34,2
473,294,473,2
611,611,558,1
136,136,320,1
36,640,36,2
319,319,595,1
721,721,224,1
727,727,603,1
557,557,748,1
706,64,706,2
613,389,613,2
147,147,630,1
103,526,103,2
159,159,566,1
154,335,154,2
288,82,288,2
608,608,302,1
213,213,212,1
229,229,327,1
272,272,372,1
337,337,775,1
671,456,671,2
125,125,186,1
574,574,408,1
26,757,26,2
314,314,604,1
70,759,70,2
533,1,533,2
658,572,658,2
541,541,10,1
571,585,571,2
200,200,251,1
426,76,426,2
409,581,409,2
633,633,332,1
769,96,769,2
520,520,252,1
660,740,660,2
406,61,406,2
521,168,521,2
238,323,238,2
681,201,681,2
771,764,771,2
729,729,149,1
172,763,172,2
748,248,748,2
768,743,768,2
707,707,666,1
713,713,250,1
536,359,536,2
155,155,486,1
209,209,94,1
172,100,172,2
36,617,36,2
794,794,329,1
616,616,43,1
693,693,120,1
19,388,19,2
705,705,799,1
665,79,665,2
44,44,687,1
300,439,300,2
758,515,758,2
406,384,406,2
422,615,422,2
127,560,127,2
340,475,340,2
634,634,353,1
413,413,749,1
388,388,225,1
503,503,293,1
414,414,395,1
677,605,677,2
320,320,698,1
155,155,463,1
590,590,216,1
219,219,47,1
696,41,696,2
461,761,461,2
240,382,240,2
157,157,500,1
553,757,553,2
26,55,26,2
643,105,643,2
572,572,304,1
622,622,566,1
223,378,223,2
300,300,642,1
715,715,309,1
476,476,77,1
548,298,548,2
704,704,394,1
451,451,111,1
760,42,760,2
499,499,716,1
564,458,564,2
229,486,229,2
606,606,697,1
619,619,89,1
687,303,687,2
424,690,424,2
366,366,667,1
42,619,42,2
106,106,2,1
169,169,691,1
651,651,181,1
496,562,496,2
136,136,578,1
421,421,225,1
326,762,326,2
646,646,39,1
484,484,395,1
249,249,244,1
466,283,466,2
682,682,140,1
340,232,340,2
505,505,245,1
538,538,664,1
10,10,88,1
762,762,784,1
347,210,347,2
82,669,82,2
356,356,617,1
216,721,216,2
214,180,214,2
309,698,309,2
549,286,549,2
148,148,363,1
784,784,790,1
116,365,116,2
634,42,634,2
427,399,427,2
797,797,123,1
63,63,246,1
412,198,412,2
169,296,169,2
735,654,735,2
10,10,321,1
550,190,550,2
621,621,231,1
393,393,723,1
531,558,531,2
362,362,750,1
433,433,255,1
391,182,391,2
541,656,541,2
86,652,86,2
139,734,139,2
205,205,396,1
343,343,733,1
471,471,256,1
466,548,466,2
141,94,141,2
105,86,105,2
455,531,455,2
449,292,449,2
716,405,716,2
705,705,318,1
476,729,476,2
480,480,692,1
787,787,18,1
343,459,343,2
139,126,139,2
453,501,453,2
250,250,284,1
130,130,768,1
203,203,738,1
82,70,82,2
567,567,452,1
264,343,264,2
13,68,13,2
246,305,246,2
70,70,281,1
635,635,231,1
476,476,452,1
244,315,244,2
629,629,469,1
3,728,3,2
620,400,620,2
341,341,304,1
168,780,168,2
285,327,285,2
509,509,217,1
543,320,543,2
587,587,413,1
679,679,648,1
340,686,340,2
685,215,685,2
151,75,151,2
41,624,41,2
136,136,646,1
154,277,154,2
684,212,684,2
102,691,102,2
767,176,767,2
291,291,389,1
651,651,705,1
631,631,200,1
164,164,662,1
473,784,473,2
403,403,789,1
109,7,109,2
715,334,715,2
686,605,686,2
409,409,627,1
377,598,377,2
773,576,773,2
280,280,352,1
455,455,680,1
614,504,614,2
367,359,367,2
239,239,374,1
672,672,97,1
508,508,53,1
385,256,385,2
421,421,777,1
693,693,412,1
394,414,394,2
270,270,451,1
372,372,386,1
264,264,136,1
703,296,703,2
469,469,295,1
615,615,620,1
160,330,160,2
583,583,497,1
174,174,492,1
706,706,295,1
631,387,631,2
495,495,347,1
276,6,276,2
420,420,321,1
328,387,328,2
336,527,336,2
193,376,193,2
326,326,198,1
752,358,752,2
299,325,299,2
520,493,520,2
278,278,226,1
243,243,374,1
417,470,417,2
550,285,550,2
544,544,178,1
26,26,273,1
16,16,145,1
643,643,218,1
633,633,49,1
42,788,42,2
80,299,80,2
529,118,529,2
70,755,70,2
740,311,740,2
398,129,398,2
306,306,672,1
166,404,166,2
25,289,25,2
527,527,401,1
713,318,713,2
255,255,445,1
677,604,677,2
473,42,473,2
574,509,574,2
613,758,613,2
546,546,83,1
383,5,383,2
690,690,656,1
687,687,754,1
442,442,295,1
549,549,526,1
137,329,137,2
3,311,3,2
220,220,489,1
309,309,684,1
75,75,225,1
735,443,735,2
286,39,286,2
155,155,212,1
499,499,774,1
212,212,416,1
139,139,285,1
647,647,268,1
367,631,367,2
291,291,283,1
475,475,757,1
158,158,224,1
265,265,173,1
267,790,267,2
361,122,361,2
583,583,581,1
452,403,452,2
798,798,604,1
2,791,2,2
710,710,519,1
360,751,360,2
603,382,603,2
219,318,219,2
438,438,188,1
638,771,638,2
100,160,100,2
235,235,680,1
425,657,425,2
287,509,287,2
260,260,671,1
299,39,299,2
83,292,83,2
195,195,624,1
277,76,277,2
121,630,121,2
583,797,583,2
301,301,683,1
432,177,432,2
517,766,517,2
744,744,219,1
28,28,310,1
543,543,571,1
531,531,231,1
272,272,355,1
606,742,606,2
420,139,420,2
724,724,767,1
348,348,685,1
494,494,89,1
284,284,285,1
91,201,91,2
761,586,761,2
401,512,401,2
467,634,467,2
371,220,371,2
749,41,749,2
453,198,453,2
510,510,96,1
504,277,504,2
672,672,763,1
423,319,423,2
138,138,492,1
267,334,267,2
80,80,523,1
29,762,29,2
722,440,722,2
299,299,380,1
265,265,100,1
200,200,210,1
26,26,160,1
142,142,237,1
521,521,687,1
4,4,143,1
682,682,376,1
184,404,184,2
418,418,506,1
518,518,621,1
104,104,668,1
164,377,164,2
683,683,530,1
314,355,314,2
441,391,441,2
428,428,640,1
248,176,248,2
270,270,135,1
546,546,543,1
388,472,388,2
691,691,559,1
537,537,787,1
321,321,607,1
408,408,460,1
330,605,330,2
343,343,447,1
567,720,567,2
541,143,541,2
47,47,267,1
590,385,590,2
403,403,530,1
538,538,83,1
380,42,380,2
650,650,579,1
157,672,157,2
551,653,551,2
478,478,610,1
330,97,330,2
23,524,23,2
732,724,732,2
35,52,35,2
2,750,2,2
531,613,531,2
594,225,594,2
245,245,49,1
603,238,603,2
612,240,612,2
439,439,753,1
795,666,795,2
613,613,373,1
380,194,380,2
533,533,452,1
22,22,262,1
773,773,514,1
551,551,650,1
345,695,345,2
499,499,152,1
249,249,153,1
303,39,303,2
536,89,536,2
259,291,259,2
133,133,683,1
651,651,523,1
245,683,245,2
23,23,198,1
260,260,167,1
421,421,156,1
502,560,502,2
563,563,41,1
569,799,569,2
426,426,413,1
451,451,76,1
651,182,651,2
567,256,567,2
586,323,586,2
223,345,223,2
209,209,645,1
398,3,398,2
651,368,651,2
684,733,684,2
443,757,443,2
568,284,568,2
9,379,9,2
139,675,139,2
327,172,327,2
219,219,95,1
510,733,510,2
520,520,371,1
301,299,301,2
317,387,317,2
245,245,775,1
706,453,706,2
26,514,26,2
61,35,61,2
410,251,410,2
503,358,503,2
246,5,246,2
766,766,80,1
388,388,94,1
698,123,698,2
430,111,430,2
264,264,789,1
300,300,10,1
470,294,470,2
597,52,597,2
397,397,308,1
663,663,185,1
533,442,533,2
722,798,722,2
355,355,55,1
386,695,386,2
438,438,656,1
57,57,150,1
598,598,756,1
71,71,196,1
125,406,125,2
347,791,347,2
510,439,510,2
754,713,754,2
163,163,118,1
334,334,486,1
770,763,770,2
252,252,173,1
549,267,549,2
453,216,453,2
158,10,158,2
692,201,692,2
491,491,15,1
752,752,240,1
127,127,393,1
515,515,81,1
254,379,254,2
760,408,760,2
565,565,237,1
456,625,456,2
527,527,788,1
528,528,508,1
694,581,694,2
28,28,69,1
750,750,219,1
301,301,662,1
60,411,60,2
502,502,327,1
328,728,328,2
704,102,704,2
35,290,35,2
295,295,644,1
664,664,256,1
736,25,736,2
401,324,401,2
621,445,621,2
273,500,273,2
496,496,689,1
517,636,517,2
341,130,341,2
280,280,461,1
593,220,593,2
381,399,381,2
244,244,81,1
519,519,502,1
248,248,117,1
444,515,444,2
130,160,130,2
94,94,678,1
371,371,760,1
248,248,461,1
680,680,339,1
27,95,27,2
62,62,577,1
351,515,351,2
587,722,587,2
747,289,747,2
34,235,34,2
442,795,442,2
677,407,677,2
519,519,742,1
260,260,598,1
194,626,194,2
685,429,685,2
93,93,459,1
680,680,244,1
418,418,47,1
311,311,401,1
65,65,173,1
797,797,514,1
783,783,400,1
163,163,415,1
114,536,114,2
357,599,357,2
155,531,155,2
421,421,101,1
717,717,269,1
602,602,88,1
217,641,217,2
194,194,182,1
674,295,674,2
539,539,506,1
93,93,532,1
412,584,412,2
698,698,334,1
475,328,475,2
553,553,212,1
683,683,56,1
592,592,516,1
403,403,734,1
56,61,56,2
444,444,756,1
163,163,508,1
28,259,28,2
781,684,781,2
564,354,564,2
418,418,409,1
138,206,138,2
396,396,281,1
581,581,425,1
744,744,266,1
726,358,726,2
311,369,311,2
505,505,504,1
453,453,692,1
174,174,779,1
736,312,736,2
687,687,91,1
391,391,743,1
688,688,627,1
498,198,498,2
794,667,794,2
286,119,286,2
109,734,109,2
674,118,674,2
631,631,719,1
104,35,104,2
383,383,722,1
232,232,765,1
268,737,268,2
269,269,94,1
320,256,320,2
306,397,306,2
143,199,143,2
135,696,135,2
682,682,457,1
773,773,250,1
731,731,355,1
448,791,448,2
165,427,165,2
362,362,483,1
690,413,690,2
258,258,601,1
405,405,636,1
97,97,74,1
698,698,639,1
587,770,587,2
612,612,670,1
32,734,32,2
660,660,101,1
610,610,296,1
770,770,241,1
31,474,31,2
683,683,194,1
658,719,658,2
193,193,719,1
261,493,261,2
620,620,772,1
742,199,742,2
163,204,163,2
95,95,408,1
43,43,771,1
513,513,205,1
282,282,173,1
409,621,409,2
460,156,460,2
97,97,167,1
570,534,570,2
8,64,8,2
776,680,776,2
56,247,56,2
631,455,631,2
660,380,660,2
576,576,716,1
397,397,647,1
438,502,438,2
302,746,302,2
209,209,42,1
583,713,583,2
774,333,774,2
418,81,418,2
246,417,246,2
794,794,238,1
233,233,650,1
299,299,488,1
514,514,237,1
798,798,559,1
508,417,508,2
384,281,384,2
435,435,599,1
187,187,41,1
691,70,691,2
151,399,151,2
533,238,533,2
268,60,268,2
599,599,81,1
478,478,52,1
420,721,420,2
412,290,412,2
467,763,467,2
161,10,161,2
699,699,206,1
715,170,715,2
